language,f_a,f_b,f_c,f_d,f_e,f_f,f_g,f_h,f_i,f_j,f_k,f_l,f_m,f_n,f_ñ,f_o,f_p,f_q,f_r,f_s,f_t,f_u,f_v,f_w,f_x,f_y,f_z,f_á,f_é,f_í,f_ó,f_ú,f_ü
Spanish,0.1294964028776978,0.014388489208633,0.0287769784172661,0.0287769784172661,0.0431654676258992,0.0071942446043165,0.0,0.0071942446043165,0.0719424460431654,0.0071942446043165,0.0,0.0359712230215827,0.0215827338129496,0.0647482014388489,0.0,0.0719424460431654,0.0359712230215827,0.0,0.0575539568345323,0.0575539568345323,0.0431654676258992,0.014388489208633,0.014388489208633,0.0,0.0,0.014388489208633,0.0071942446043165,0.0,0.0071942446043165,0.014388489208633,0.0,0.0,0.0
Spanish,0.0857142857142857,0.0057142857142857,0.0257142857142857,0.0571428571428571,0.1171428571428571,0.0085714285714285,0.0085714285714285,0.0028571428571428,0.0485714285714285,0.0,0.0,0.0571428571428571,0.02,0.0514285714285714,0.0,0.0685714285714285,0.0142857142857142,0.0085714285714285,0.0742857142857142,0.0685714285714285,0.0457142857142857,0.0257142857142857,0.0057142857142857,0.0,0.0,0.0085714285714285,0.0142857142857142,0.0,0.0028571428571428,0.0085714285714285,0.0,0.0028571428571428,0.0
Spanish,0.1447368421052631,0.0197368421052631,0.0394736842105263,0.0592105263157894,0.0986842105263157,0.0,0.006578947368421,0.006578947368421,0.0789473684210526,0.0,0.0,0.0460526315789473,0.006578947368421,0.0789473684210526,0.0,0.0394736842105263,0.0131578947368421,0.0,0.0263157894736842,0.0328947368421052,0.0328947368421052,0.0263157894736842,0.0328947368421052,0.0,0.0,0.006578947368421,0.0,0.0,0.006578947368421,0.0,0.006578947368421,0.0,0.0
English,0.0764705882352941,0.0058823529411764,0.0294117647058823,0.0235294117647058,0.0470588235294117,0.0117647058823529,0.0117647058823529,0.0411764705882352,0.088235294117647,0.0058823529411764,0.0,0.0411764705882352,0.0411764705882352,0.0941176470588235,0.0,0.0647058823529411,0.0294117647058823,0.0,0.0352941176470588,0.0411764705882352,0.088235294117647,0.0411764705882352,0.0176470588235294,0.0058823529411764,0.0,0.0235294117647058,0.0,0.0,0.0,0.0,0.0,0.0,0.0
English,0.0597484276729559,0.0125786163522012,0.0283018867924528,0.0157232704402515,0.0534591194968553,0.0157232704402515,0.0220125786163522,0.0314465408805031,0.10062893081761,0.0,0.0031446540880503,0.0220125786163522,0.0251572327044025,0.0817610062893081,0.0,0.0660377358490566,0.0157232704402515,0.0,0.0471698113207547,0.0849056603773584,0.0534591194968553,0.0440251572327044,0.0094339622641509,0.0094339622641509,0.0,0.0157232704402515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
English,0.0963302752293578,0.0206422018348623,0.0344036697247706,0.0573394495412844,0.0871559633027523,0.0137614678899082,0.018348623853211,0.0275229357798165,0.0435779816513761,0.0114678899082568,0.0206422018348623,0.036697247706422,0.0114678899082568,0.0688073394495412,0.0,0.0504587155963302,0.018348623853211,0.0,0.0458715596330275,0.0481651376146789,0.0527522935779816,0.0229357798165137,0.0022935779816513,0.0206422018348623,0.0022935779816513,0.0091743119266055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
English,0.0588235294117647,0.0084033613445378,0.042016806722689,0.0308123249299719,0.1064425770308123,0.0336134453781512,0.011204481792717,0.0392156862745098,0.0588235294117647,0.0028011204481792,0.0028011204481792,0.0336134453781512,0.011204481792717,0.042016806722689,0.0,0.072829131652661,0.0224089635854341,0.0,0.072829131652661,0.0504201680672268,0.0560224089635854,0.0224089635854341,0.0140056022408963,0.011204481792717,0.0028011204481792,0.0168067226890756,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spanish,0.0970464135021097,0.0042194092827004,0.0421940928270042,0.0590717299578059,0.0843881856540084,0.0042194092827004,0.0126582278481012,0.0,0.050632911392405,0.0,0.0126582278481012,0.050632911392405,0.0295358649789029,0.0464135021097046,0.0,0.0675105485232067,0.0,0.0,0.050632911392405,0.0548523206751054,0.0337552742616033,0.0379746835443038,0.0042194092827004,0.0,0.0,0.0084388185654008,0.0,0.0042194092827004,0.0,0.0,0.0126582278481012,0.0042194092827004,0.0
Spanish,0.0885780885780885,0.0093240093240093,0.0233100233100233,0.0419580419580419,0.1118881118881118,0.0139860139860139,0.0209790209790209,0.0069930069930069,0.0419580419580419,0.0163170163170163,0.0,0.0512820512820512,0.0279720279720279,0.0442890442890442,0.0046620046620046,0.0699300699300699,0.0139860139860139,0.0023310023310023,0.0745920745920745,0.0606060606060606,0.0279720279720279,0.0326340326340326,0.0,0.0,0.0,0.0046620046620046,0.0116550116550116,0.0046620046620046,0.0046620046620046,0.0023310023310023,0.0046620046620046,0.0,0.0
Spanish,0.1012048192771084,0.0048192771084337,0.0433734939759036,0.0602409638554216,0.1108433734939759,0.0072289156626506,0.0192771084337349,0.0048192771084337,0.0602409638554216,0.0,0.0,0.0481927710843373,0.0192771084337349,0.0481927710843373,0.0024096385542168,0.0771084337349397,0.0337349397590361,0.0024096385542168,0.0746987951807229,0.0409638554216867,0.0337349397590361,0.0144578313253012,0.0,0.0,0.0048192771084337,0.0,0.0,0.0,0.0024096385542168,0.0024096385542168,0.0144578313253012,0.0,0.0
Spanish,0.0827814569536423,0.0066225165562913,0.0364238410596026,0.0364238410596026,0.1026490066225165,0.0033112582781456,0.0066225165562913,0.0066225165562913,0.0331125827814569,0.0066225165562913,0.009933774834437,0.0298013245033112,0.0198675496688741,0.0728476821192053,0.0033112582781456,0.1026490066225165,0.0165562913907284,0.0066225165562913,0.0695364238410596,0.0662251655629139,0.0397350993377483,0.0264900662251655,0.009933774834437,0.0,0.0066225165562913,0.009933774834437,0.0033112582781456,0.0,0.0,0.0033112582781456,0.0,0.0033112582781456,0.0
English,0.0633333333333333,0.015,0.0266666666666666,0.045,0.0916666666666666,0.0333333333333333,0.0016666666666666,0.0633333333333333,0.06,0.005,0.0033333333333333,0.0416666666666666,0.025,0.0416666666666666,0.0,0.0733333333333333,0.0083333333333333,0.0033333333333333,0.04,0.06,0.0583333333333333,0.0383333333333333,0.0033333333333333,0.0083333333333333,0.0,0.0066666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spanish,0.0781893004115226,0.0041152263374485,0.0493827160493827,0.0534979423868312,0.1152263374485596,0.0082304526748971,0.0041152263374485,0.0082304526748971,0.0452674897119341,0.0041152263374485,0.0,0.0411522633744856,0.0082304526748971,0.0493827160493827,0.0041152263374485,0.0699588477366255,0.0164609053497942,0.0082304526748971,0.0534979423868312,0.074074074074074,0.037037037037037,0.0411522633744856,0.0123456790123456,0.0,0.0,0.0082304526748971,0.0,0.0,0.0,0.0041152263374485,0.0164609053497942,0.0,0.0
English,0.0635641316685584,0.021566401816118,0.0227014755959137,0.0238365493757094,0.0771850170261067,0.021566401816118,0.0158910329171396,0.0408626560726447,0.05788876276958,0.0011350737797956,0.0079455164585698,0.0374574347332576,0.0192962542565266,0.0635641316685584,0.0,0.0658342792281498,0.0079455164585698,0.0,0.0488081725312145,0.0624290578887627,0.0953461975028376,0.0283768444948921,0.0011350737797956,0.0124858115777525,0.0011350737797956,0.0261066969353007,0.0011350737797956,0.0,0.0,0.0,0.0,0.0,0.0
English,0.0815533980582524,0.0213592233009708,0.0271844660194174,0.0271844660194174,0.116504854368932,0.0271844660194174,0.0174757281553398,0.0271844660194174,0.0679611650485436,0.0,0.0058252427184466,0.0349514563106796,0.0252427184466019,0.0679611650485436,0.0,0.0601941747572815,0.0135922330097087,0.0019417475728155,0.0543689320388349,0.0485436893203883,0.0718446601941747,0.0135922330097087,0.0058252427184466,0.0155339805825242,0.0,0.003883495145631,0.0019417475728155,0.0,0.0,0.0,0.0,0.0,0.0
English,0.0555555555555555,0.0085470085470085,0.0213675213675213,0.0213675213675213,0.1153846153846153,0.0085470085470085,0.0427350427350427,0.047008547008547,0.0598290598290598,0.0,0.0,0.0427350427350427,0.017094017094017,0.0726495726495726,0.0,0.0769230769230769,0.0299145299145299,0.0,0.0598290598290598,0.047008547008547,0.0726495726495726,0.0042735042735042,0.017094017094017,0.0085470085470085,0.0,0.017094017094017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
English,0.065359477124183,0.0108932461873638,0.0174291938997821,0.0196078431372549,0.1176470588235294,0.0196078431372549,0.0152505446623093,0.0392156862745098,0.0544662309368191,0.0021786492374727,0.0130718954248366,0.0283224400871459,0.0261437908496732,0.0588235294117647,0.0,0.0501089324618736,0.0108932461873638,0.0,0.0501089324618736,0.0610021786492374,0.1045751633986928,0.0196078431372549,0.0065359477124183,0.0108932461873638,0.0,0.008714596949891,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spanish,0.1263537906137184,0.0108303249097472,0.0433212996389891,0.03971119133574,0.1227436823104693,0.003610108303249,0.0108303249097472,0.0108303249097472,0.03971119133574,0.0,0.0,0.0685920577617328,0.0216606498194945,0.03971119133574,0.0,0.0541516245487364,0.0216606498194945,0.003610108303249,0.0541516245487364,0.0433212996389891,0.0108303249097472,0.0180505415162454,0.0216606498194945,0.0,0.0,0.0072202166064981,0.0180505415162454,0.0,0.0,0.003610108303249,0.0144404332129963,0.0,0.0
Spanish,0.0652173913043478,0.0093167701863354,0.0372670807453416,0.0217391304347826,0.1024844720496894,0.0124223602484472,0.0062111801242236,0.0062111801242236,0.062111801242236,0.0062111801242236,0.0031055900621118,0.0403726708074534,0.0279503105590062,0.0652173913043478,0.0,0.0559006211180124,0.0124223602484472,0.0031055900621118,0.0527950310559006,0.0527950310559006,0.0496894409937888,0.0496894409937888,0.0093167701863354,0.0,0.0124223602484472,0.0093167701863354,0.0,0.0186335403726708,0.0031055900621118,0.0062111801242236,0.0124223602484472,0.0,0.0
English,0.065648854961832,0.015267175572519,0.0229007633587786,0.0366412213740458,0.1190839694656488,0.0290076335877862,0.0091603053435114,0.0335877862595419,0.0564885496183206,0.0,0.0015267175572519,0.0503816793893129,0.0213740458015267,0.0473282442748091,0.0,0.0564885496183206,0.0229007633587786,0.0,0.0687022900763358,0.0519083969465648,0.065648854961832,0.0274809160305343,0.0091603053435114,0.0106870229007633,0.0045801526717557,0.0167938931297709,0.0015267175572519,0.0,0.0,0.0,0.0,0.0,0.0
English,0.060931899641577,0.0089605734767025,0.021505376344086,0.060931899641577,0.1344086021505376,0.007168458781362,0.0232974910394265,0.0340501792114695,0.053763440860215,0.0017921146953405,0.003584229390681,0.043010752688172,0.028673835125448,0.0483870967741935,0.0,0.057347670250896,0.0161290322580645,0.0,0.0627240143369175,0.050179211469534,0.082437275985663,0.0197132616487455,0.0089605734767025,0.0161290322580645,0.0,0.0017921146953405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spanish,0.088235294117647,0.0147058823529411,0.0294117647058823,0.0490196078431372,0.0735294117647058,0.0245098039215686,0.0294117647058823,0.0392156862745098,0.0931372549019607,0.0049019607843137,0.0049019607843137,0.0441176470588235,0.0392156862745098,0.0245098039215686,0.0,0.0490196078431372,0.0196078431372549,0.0,0.0735294117647058,0.0392156862745098,0.0392156862745098,0.0196078431372549,0.0098039215686274,0.0098039215686274,0.0049019607843137,0.0098039215686274,0.0147058823529411,0.0,0.0,0.0,0.0,0.0,0.0
English,0.0725388601036269,0.005181347150259,0.0207253886010362,0.0569948186528497,0.082901554404145,0.0207253886010362,0.0,0.0310880829015544,0.0621761658031088,0.0103626943005181,0.0,0.0207253886010362,0.0155440414507772,0.0673575129533678,0.0,0.0621761658031088,0.0207253886010362,0.0,0.0984455958549222,0.0310880829015544,0.0725388601036269,0.0310880829015544,0.0155440414507772,0.0259067357512953,0.0,0.0103626943005181,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spanish,0.08984375,0.015625,0.03125,0.03125,0.125,0.00390625,0.0234375,0.015625,0.02734375,0.0,0.0,0.078125,0.01171875,0.0546875,0.0,0.0546875,0.0234375,0.0,0.0546875,0.08203125,0.03125,0.03125,0.0078125,0.0,0.00390625,0.01953125,0.0078125,0.0,0.0,0.0,0.00390625,0.0,0.0
Spanish,0.0995145631067961,0.0084951456310679,0.0315533980582524,0.0327669902912621,0.1177184466019417,0.0048543689320388,0.0084951456310679,0.0060679611650485,0.0266990291262135,0.0036407766990291,0.0024271844660194,0.0509708737864077,0.0169902912621359,0.0558252427184466,0.0,0.0691747572815534,0.0230582524271844,0.0133495145631067,0.0813106796116504,0.0449029126213592,0.0400485436893203,0.0339805825242718,0.0072815533980582,0.0,0.0,0.0157766990291262,0.0012135922330097,0.0012135922330097,0.0024271844660194,0.0024271844660194,0.0072815533980582,0.0024271844660194,0.0
Spanish,0.0719424460431654,0.0071942446043165,0.0251798561151079,0.0449640287769784,0.0935251798561151,0.0017985611510791,0.0107913669064748,0.0107913669064748,0.0503597122302158,0.0017985611510791,0.0,0.0377697841726618,0.039568345323741,0.0719424460431654,0.0,0.0827338129496402,0.0215827338129496,0.0017985611510791,0.0467625899280575,0.1079136690647482,0.0341726618705036,0.0359712230215827,0.0,0.0,0.0035971223021582,0.0107913669064748,0.0,0.0053956834532374,0.0,0.0125899280575539,0.0,0.0017985611510791,0.0
English,0.0605381165919282,0.0134529147982062,0.0336322869955156,0.0582959641255605,0.1053811659192825,0.0179372197309417,0.0112107623318385,0.0493273542600896,0.0582959641255605,0.0,0.0022421524663677,0.0224215246636771,0.0313901345291479,0.0627802690582959,0.0,0.0605381165919282,0.0179372197309417,0.0,0.0403587443946188,0.0470852017937219,0.0739910313901345,0.0179372197309417,0.0112107623318385,0.0179372197309417,0.0,0.0156950672645739,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spanish,0.1558823529411764,0.0029411764705882,0.0235294117647058,0.0529411764705882,0.0823529411764705,0.0029411764705882,0.0058823529411764,0.0117647058823529,0.05,0.0,0.0,0.088235294117647,0.038235294117647,0.0411764705882352,0.0,0.0529411764705882,0.0176470588235294,0.0088235294117647,0.0647058823529411,0.05,0.0323529411764705,0.0235294117647058,0.0205882352941176,0.0,0.0,0.0088235294117647,0.0058823529411764,0.0029411764705882,0.0,0.0029411764705882,0.0,0.0,0.0
English,0.0524344569288389,0.0112359550561797,0.0299625468164794,0.0430711610486891,0.1104868913857678,0.0262172284644194,0.0205992509363295,0.0505617977528089,0.0580524344569288,0.0,0.0,0.0318352059925093,0.0112359550561797,0.0430711610486891,0.0,0.0561797752808988,0.0074906367041198,0.0,0.0599250936329588,0.0505617977528089,0.0786516853932584,0.0262172284644194,0.0131086142322097,0.0168539325842696,0.0018726591760299,0.0131086142322097,0.0,0.0,0.0018726591760299,0.0,0.0,0.0,0.0
English,0.0759493670886076,0.0210970464135021,0.0126582278481012,0.0168776371308016,0.1012658227848101,0.0126582278481012,0.0042194092827004,0.0379746835443038,0.0590717299578059,0.0084388185654008,0.0168776371308016,0.0253164556962025,0.0295358649789029,0.0464135021097046,0.0,0.0590717299578059,0.0168776371308016,0.0,0.0548523206751054,0.0632911392405063,0.0675105485232067,0.0253164556962025,0.0253164556962025,0.0042194092827004,0.0042194092827004,0.0337552742616033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
English,0.0889748549323017,0.0212765957446808,0.0251450676982591,0.0522243713733075,0.0793036750483558,0.0290135396518375,0.0251450676982591,0.0386847195357833,0.0715667311411992,0.0019342359767891,0.0038684719535783,0.0154738878143133,0.0444874274661508,0.0909090909090909,0.0,0.0599613152804642,0.0077369439071566,0.0,0.0599613152804642,0.02321083172147,0.0522243713733075,0.011605415860735,0.0019342359767891,0.0058027079303675,0.0,0.011605415860735,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spanish,0.0785498489425981,0.0030211480362537,0.0271903323262839,0.0453172205438066,0.0996978851963746,0.0090634441087613,0.0120845921450151,0.0,0.066465256797583,0.0090634441087613,0.0,0.0332326283987915,0.0211480362537764,0.0725075528700906,0.0,0.066465256797583,0.0211480362537764,0.0060422960725075,0.0725075528700906,0.0634441087613293,0.039274924471299,0.039274924471299,0.0181268882175226,0.0,0.0030211480362537,0.0060422960725075,0.0,0.0,0.0,0.0030211480362537,0.0151057401812688,0.0,0.0
English,0.0683890577507598,0.0121580547112462,0.0273556231003039,0.0349544072948328,0.1200607902735562,0.0151975683890577,0.0243161094224924,0.0258358662613981,0.0531914893617021,0.0015197568389057,0.0045592705167173,0.047112462006079,0.0288753799392097,0.0516717325227963,0.0,0.0759878419452887,0.0212765957446808,0.0015197568389057,0.0395136778115501,0.0501519756838905,0.0638297872340425,0.0182370820668693,0.0121580547112462,0.0091185410334346,0.0015197568389057,0.0091185410334346,0.0,0.0,0.0,0.0,0.0,0.0,0.0
English,0.0531561461794019,0.0265780730897009,0.0265780730897009,0.0398671096345514,0.1096345514950166,0.0132890365448504,0.0132890365448504,0.0365448504983388,0.0465116279069767,0.0,0.0066445182724252,0.0232558139534883,0.0232558139534883,0.0531561461794019,0.0,0.0564784053156146,0.0099667774086378,0.0,0.0631229235880398,0.0431893687707641,0.0697674418604651,0.0299003322259136,0.0199335548172757,0.0166112956810631,0.0,0.0132890365448504,0.0,0.0,0.0,0.0,0.0,0.0,0.0
English,0.0538922155688622,0.0259481037924151,0.029940119760479,0.0379241516966067,0.0978043912175648,0.0139720558882235,0.0159680638722554,0.0479041916167664,0.0638722554890219,0.0039920159680638,0.0159680638722554,0.029940119760479,0.0159680638722554,0.0439121756487025,0.0,0.0558882235528942,0.0179640718562874,0.0019960079840319,0.0658682634730539,0.0499001996007984,0.0698602794411177,0.0239520958083832,0.0139720558882235,0.0079840319361277,0.0019960079840319,0.0139720558882235,0.0,0.0,0.0,0.0,0.0,0.0,0.0
English,0.091743119266055,0.0412844036697247,0.0137614678899082,0.0137614678899082,0.0963302752293578,0.0045871559633027,0.0137614678899082,0.0321100917431192,0.0642201834862385,0.0229357798165137,0.0,0.0229357798165137,0.0137614678899082,0.0642201834862385,0.0,0.055045871559633,0.018348623853211,0.0,0.0412844036697247,0.0642201834862385,0.0825688073394495,0.036697247706422,0.0,0.018348623853211,0.0045871559633027,0.0091743119266055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spanish,0.109717868338558,0.0094043887147335,0.0376175548589341,0.0470219435736677,0.122257053291536,0.0,0.012539184952978,0.006269592476489,0.0407523510971786,0.012539184952978,0.0031347962382445,0.0470219435736677,0.018808777429467,0.0658307210031347,0.0,0.0564263322884012,0.0219435736677116,0.0,0.0344827586206896,0.0532915360501567,0.0470219435736677,0.0407523510971786,0.0156739811912225,0.0,0.0,0.0,0.0031347962382445,0.0,0.0,0.006269592476489,0.0,0.0,0.0
Spanish,0.1222030981067125,0.0103270223752151,0.0430292598967297,0.0447504302925989,0.1153184165232358,0.0068846815834767,0.0103270223752151,0.0051635111876075,0.0395869191049913,0.0034423407917383,0.0,0.0619621342512908,0.0154905335628227,0.06368330464716,0.0017211703958691,0.0567986230636833,0.0172117039586919,0.0051635111876075,0.0567986230636833,0.036144578313253,0.036144578313253,0.0240963855421686,0.0068846815834767,0.0,0.0,0.0137693631669535,0.0017211703958691,0.0034423407917383,0.0034423407917383,0.0017211703958691,0.0068846815834767,0.0,0.0
English,0.0896785109983079,0.0050761421319796,0.0338409475465313,0.0338409475465313,0.0981387478849407,0.0101522842639593,0.0287648054145516,0.0456852791878172,0.0592216582064297,0.0016920473773265,0.0016920473773265,0.0321489001692047,0.0219966159052453,0.0642978003384094,0.0,0.0626057529610829,0.0203045685279187,0.0016920473773265,0.0575296108291032,0.0473773265651438,0.0592216582064297,0.0236886632825719,0.0118443316412859,0.015228426395939,0.0016920473773265,0.0118443316412859,0.0016920473773265,0.0,0.0,0.0,0.0,0.0,0.0
Spanish,0.1068181818181818,0.0136363636363636,0.0318181818181818,0.0431818181818181,0.1045454545454545,0.009090909090909,0.0159090909090909,0.0045454545454545,0.0272727272727272,0.0022727272727272,0.0,0.0477272727272727,0.025,0.0431818181818181,0.0,0.075,0.0204545454545454,0.0068181818181818,0.0795454545454545,0.0727272727272727,0.0318181818181818,0.0363636363636363,0.0068181818181818,0.0022727272727272,0.0,0.0113636363636363,0.0,0.0045454545454545,0.0,0.0068181818181818,0.0,0.0,0.0
Spanish,0.1015801354401805,0.0090293453724604,0.0338600451467268,0.0316027088036117,0.1015801354401805,0.0135440180586907,0.0180586907449209,0.0067720090293453,0.0496613995485327,0.0045146726862302,0.0,0.0654627539503386,0.0135440180586907,0.0632054176072234,0.0022573363431151,0.0519187358916478,0.0225733634311512,0.0112866817155756,0.0383747178329571,0.0203160270880361,0.0316027088036117,0.0451467268623024,0.0180586907449209,0.0022573363431151,0.0067720090293453,0.0112866817155756,0.0067720090293453,0.0045146726862302,0.0045146726862302,0.0022573363431151,0.0022573363431151,0.0045146726862302,0.0
English,0.1256281407035175,0.0,0.0402010050251256,0.0452261306532663,0.0854271356783919,0.0100502512562814,0.0150753768844221,0.0351758793969849,0.0703517587939698,0.0050251256281407,0.0,0.0351758793969849,0.0251256281407035,0.0653266331658291,0.0,0.0402010050251256,0.0201005025125628,0.0,0.0402010050251256,0.0552763819095477,0.050251256281407,0.0251256281407035,0.0150753768844221,0.0050251256281407,0.0,0.0050251256281407,0.0,0.0,0.0050251256281407,0.0,0.0,0.0,0.0
Spanish,0.0887372013651877,0.0034129692832764,0.0511945392491467,0.0273037542662116,0.1194539249146757,0.0102389078498293,0.0136518771331058,0.0102389078498293,0.0648464163822525,0.0034129692832764,0.0,0.0341296928327645,0.0102389078498293,0.0887372013651877,0.0,0.0546075085324232,0.0238907849829351,0.0034129692832764,0.0477815699658703,0.0375426621160409,0.0511945392491467,0.0341296928327645,0.0136518771331058,0.0,0.0,0.0102389078498293,0.0034129692832764,0.0034129692832764,0.0,0.0034129692832764,0.0238907849829351,0.0034129692832764,0.0
Spanish,0.11875,0.00625,0.05,0.0125,0.05625,0.0125,0.00625,0.0,0.06875,0.00625,0.0,0.05625,0.025,0.05625,0.0,0.08125,0.0375,0.0,0.0625,0.05625,0.0375,0.025,0.0125,0.0,0.0,0.01875,0.0,0.0,0.00625,0.0125,0.00625,0.0,0.0
Spanish,0.094298245614035,0.006578947368421,0.0394736842105263,0.0372807017543859,0.1074561403508772,0.0109649122807017,0.0021929824561403,0.006578947368421,0.0767543859649122,0.0043859649122807,0.006578947368421,0.0482456140350877,0.0197368421052631,0.0592105263157894,0.0021929824561403,0.0460526315789473,0.0219298245614035,0.0,0.0482456140350877,0.0657894736842105,0.0394736842105263,0.0285087719298245,0.0153508771929824,0.0,0.0,0.006578947368421,0.0021929824561403,0.006578947368421,0.0021929824561403,0.0,0.0153508771929824,0.0021929824561403,0.0
English,0.0384615384615384,0.0064102564102564,0.0256410256410256,0.0128205128205128,0.1025641025641025,0.0256410256410256,0.0128205128205128,0.0384615384615384,0.0641025641025641,0.0,0.0128205128205128,0.032051282051282,0.0256410256410256,0.0448717948717948,0.0,0.0641025641025641,0.0064102564102564,0.0,0.0576923076923076,0.0641025641025641,0.1025641025641025,0.032051282051282,0.0064102564102564,0.0192307692307692,0.0,0.032051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spanish,0.1134301270417422,0.0090744101633393,0.0353901996370235,0.0272232304900181,0.0934664246823956,0.0045372050816696,0.0099818511796733,0.0072595281306715,0.0689655172413793,0.0045372050816696,0.0009074410163339,0.0471869328493647,0.0181488203266787,0.0689655172413793,0.0009074410163339,0.0517241379310344,0.0235934664246823,0.0072595281306715,0.0626134301270417,0.0607985480943738,0.0372050816696914,0.0353901996370235,0.0045372050816696,0.0072595281306715,0.0009074410163339,0.0181488203266787,0.0027223230490018,0.0009074410163339,0.0,0.0027223230490018,0.0045372050816696,0.0,0.0
English,0.0646766169154228,0.0099502487562189,0.0348258706467661,0.0348258706467661,0.0796019900497512,0.0149253731343283,0.0149253731343283,0.0248756218905472,0.0895522388059701,0.0049751243781094,0.0149253731343283,0.0547263681592039,0.0248756218905472,0.0746268656716417,0.0,0.0796019900497512,0.0099502487562189,0.0,0.044776119402985,0.0646766169154228,0.0597014925373134,0.0348258706467661,0.0099502487562189,0.0,0.0,0.0099502487562189,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spanish,0.0883280757097791,0.0031545741324921,0.0252365930599369,0.0504731861198738,0.1293375394321766,0.0063091482649842,0.0189274447949526,0.0063091482649842,0.0410094637223974,0.0126182965299684,0.0,0.0599369085173501,0.0252365930599369,0.0788643533123028,0.0031545741324921,0.0725552050473186,0.0094637223974763,0.0031545741324921,0.056782334384858,0.0473186119873817,0.0441640378548895,0.0189274447949526,0.0094637223974763,0.0,0.0,0.0031545741324921,0.0031545741324921,0.0094637223974763,0.0063091482649842,0.0063091482649842,0.0063091482649842,0.0,0.0
English,0.0736434108527131,0.003875968992248,0.0348837209302325,0.0271317829457364,0.0813953488372093,0.0116279069767441,0.0155038759689922,0.0387596899224806,0.065891472868217,0.003875968992248,0.0077519379844961,0.0310077519379844,0.0155038759689922,0.0620155038759689,0.0,0.0775193798449612,0.0193798449612403,0.0,0.0697674418604651,0.065891472868217,0.0620155038759689,0.0193798449612403,0.0077519379844961,0.0155038759689922,0.0,0.0077519379844961,0.003875968992248,0.0,0.0,0.0,0.0,0.0,0.0
Spanish,0.0925925925925925,0.0,0.0246913580246913,0.037037037037037,0.0987654320987654,0.0,0.0185185185185185,0.0061728395061728,0.0617283950617283,0.0061728395061728,0.0,0.0802469135802469,0.0123456790123456,0.0432098765432098,0.0,0.0493827160493827,0.0246913580246913,0.0061728395061728,0.037037037037037,0.0308641975308641,0.0555555555555555,0.0308641975308641,0.0123456790123456,0.0,0.0061728395061728,0.0123456790123456,0.0061728395061728,0.0,0.0123456790123456,0.0123456790123456,0.0308641975308641,0.0,0.0
English,0.0761421319796954,0.0203045685279187,0.0558375634517766,0.0253807106598984,0.1116751269035533,0.0203045685279187,0.0101522842639593,0.0710659898477157,0.0507614213197969,0.0,0.0,0.0406091370558375,0.0203045685279187,0.0558375634517766,0.0,0.0812182741116751,0.0050761421319796,0.0,0.0456852791878172,0.0304568527918781,0.0710659898477157,0.0203045685279187,0.0101522842639593,0.0050761421319796,0.0050761421319796,0.0050761421319796,0.0,0.0,0.0,0.0,0.0,0.0,0.0
English,0.0704521556256572,0.0126182965299684,0.0136698212407991,0.028391167192429,0.0862250262881177,0.0241850683491062,0.0220820189274447,0.0525762355415352,0.0588853838065194,0.0042060988433228,0.0157728706624605,0.0588853838065194,0.0178759200841219,0.0557308096740273,0.0,0.0620399579390115,0.0073606729758149,0.0,0.0525762355415352,0.0441640378548895,0.07465825446898,0.0157728706624605,0.0052576235541535,0.0199789695057833,0.0010515247108307,0.0220820189274447,0.0,0.0,0.0,0.0,0.0,0.0,0.0
English,0.0671641791044776,0.0111940298507462,0.0335820895522388,0.0335820895522388,0.0708955223880597,0.0298507462686567,0.0149253731343283,0.0485074626865671,0.085820895522388,0.003731343283582,0.003731343283582,0.0223880597014925,0.0223880597014925,0.0671641791044776,0.0,0.0522388059701492,0.0298507462686567,0.003731343283582,0.044776119402985,0.0485074626865671,0.0783582089552238,0.0149253731343283,0.0,0.0111940298507462,0.0,0.0149253731343283,0.0,0.0,0.0,0.0,0.0,0.0,0.0
English,0.0629139072847682,0.0066225165562913,0.0364238410596026,0.0165562913907284,0.1092715231788079,0.0264900662251655,0.0264900662251655,0.0264900662251655,0.0662251655629139,0.0033112582781456,0.0165562913907284,0.0331125827814569,0.0298013245033112,0.0529801324503311,0.0,0.0827814569536423,0.0165562913907284,0.0,0.0496688741721854,0.0728476821192053,0.0562913907284768,0.0033112582781456,0.0132450331125827,0.0,0.0,0.0231788079470198,0.0066225165562913,0.0,0.0,0.0,0.0,0.0,0.0
